Instructor Name,Favorite Quote,Type of Exercise,Level of Difficulty,Music w/ Explicit Lyrics,Class Length,Health Impact,Class Name,Class Description
Cody Rigsby,"Can I do this? ABSOLUTELY!
",bike_bootcamp,intermediate,True,45 min,"heart rate, cadence, calories",Bootcamp: Bodyweight,"Clip in for heart-pumping intervals on the Bike, then hit the mat for bodyweight moves on the floor. Combining both cardio & strength, this efficient & well-rounded workout will leave you feeling sweaty & strong."
Cody Rigsby,"Can I do this? ABSOLUTELY!
",bike_bootcamp,intermediate,True,30 min,"heart rate, cadence, calories",Bootcamp: Upper Body,"Clip in for heart-pumping intervals on the Bike, then grab your sneakers & hit the mat for upper-body moves on the floor. Combining both cardio & strength, this efficient & well-rounded workout will leave you feeling sweaty & strong."
Cody Rigsby,"Can I do this? ABSOLUTELY!
",bike_bootcamp,intermediate,True,30 min,"heart rate, cadence, calories",Bootcamp: Core,"Clip in for heart-pumping intervals on the Bike, then hit the mat for core-blasting moves on the floor. Combining both cardio & strength, this efficient & well-rounded workout will leave you feeling sweaty & strong."
Cody Rigsby,"Can I do this? ABSOLUTELY!
",bike_bootcamp,intermediate,True,30 min,"heart rate, cadence, calories",Bootcamp: Core,"Clip in for heart-pumping intervals on the Bike, then hit the mat for core-blasting moves on the floor. Combining both cardio & strength, this efficient & well-rounded workout will leave you feeling sweaty & strong."
Cody Rigsby,"Can I do this? ABSOLUTELY!
",bike_bootcamp,intermediate,True,30 min,"heart rate, cadence, calories",Bootcamp: Bodyweight,"Clip in for heart-pumping intervals on the Bike, then hit the mat for bodyweight moves on the floor. Combining both cardio & strength, this efficient & well-rounded workout will leave you feeling sweaty & strong."
Cody Rigsby,"Can I do this? ABSOLUTELY!
",bike_bootcamp,intermediate,False,30 min,"heart rate, cadence, calories",Bootcamp: Core,"Clip in for heart-pumping intervals on the Bike, then hit the mat for core-blasting moves on the floor. Combining both cardio & strength, this efficient & well-rounded workout will leave you feeling sweaty & strong."
Cody Rigsby,"Can I do this? ABSOLUTELY!
",bike_bootcamp,advanced,True,45 min,"heart rate, cadence, calories",Bootcamp: Full Body,"Clip in for heart-pumping intervals on the Bike, then grab your sneakers & hit the mat for full-body moves on the floor. "
Cody Rigsby,"Can I do this? ABSOLUTELY!
",bike_bootcamp,intermediate,True,45 min,"heart rate, cadence, calories",Bootcamp: Full Body,"Clip in for heart-pumping intervals on the Bike, then grab your sneakers & hit the mat for full-body moves on the floor. Combining both cardio & strength, this efficient & well-rounded workout will leave you feeling sweaty & strong."
Cody Rigsby,"Can I do this? ABSOLUTELY!
",bike_bootcamp,intermediate,True,45 min,"heart rate, cadence, calories",Bootcamp: Bodyweight,"Clip in for heart-pumping intervals on the Bike, then hit the mat for bodyweight moves on the floor. Combining both cardio & strength, this efficient & well-rounded workout will leave you feeling sweaty & strong."
Cody Rigsby,"Can I do this? ABSOLUTELY!
",bike_bootcamp,intermediate,True,45 min,"heart rate, cadence, calories",Bootcamp: Bodyweight,"Clip in for heart-pumping intervals on the Bike, then hit the mat for bodyweight moves on the floor. Combining both cardio & strength, this efficient & well-rounded workout will leave you feeling sweaty & strong."
Cody Rigsby,"Can I do this? ABSOLUTELY!
",bike_bootcamp,intermediate,True,30 min,"heart rate, cadence, calories",Bootcamp: Core,"Clip in for heart-pumping intervals on the Bike, then hit the mat for core-blasting moves on the floor. Combining both cardio & strength, this efficient & well-rounded workout will leave you feeling sweaty & strong."
Cody Rigsby,"Can I do this? ABSOLUTELY!
",bike_bootcamp,intermediate,True,45 min,"heart rate, cadence, calories",Bootcamp: Full Body,"Clip in for heart-pumping intervals on the Bike, then grab your sneakers & hit the mat for full-body moves on the floor. Combining both cardio & strength, this efficient & well-rounded workout will leave you feeling sweaty & strong."
Cody Rigsby,"Can I do this? ABSOLUTELY!
",bike_bootcamp,intermediate,True,30 min,"heart rate, cadence, calories",Bootcamp: Core,"Clip in for heart-pumping intervals on the Bike, then hit the mat for core-blasting moves on the floor. Combining both cardio & strength, this efficient & well-rounded workout will leave you feeling sweaty & strong."
Cody Rigsby,"Can I do this? ABSOLUTELY!
",bike_bootcamp,intermediate,True,30 min,"heart rate, cadence, calories",Bootcamp: Bodyweight,"Clip in for heart-pumping intervals on the Bike, then hit the mat for bodyweight moves on the floor. Combining both cardio & strength, this efficient & well-rounded workout will leave you feeling sweaty & strong."
Cody Rigsby,"Can I do this? ABSOLUTELY!
",bike_bootcamp,intermediate,True,30 min,"heart rate, cadence, calories",Bootcamp: Full Body,"Clip in for heart-pumping intervals on the Bike, then grab your sneakers & hit the mat for full-body moves on the floor. Combining both cardio & strength, this efficient & well-rounded workout will leave you feeling sweaty & strong."
Cody Rigsby,"Can I do this? ABSOLUTELY!
",bike_bootcamp,intermediate,True,30 min,"heart rate, cadence, calories",Bootcamp: Bodyweight,"Clip in for heart-pumping intervals on the Bike, then hit the mat for bodyweight moves on the floor. Combining both cardio & strength, this efficient & well-rounded workout will leave you feeling sweaty & strong."
Cody Rigsby,"Can I do this? ABSOLUTELY!
",bike_bootcamp,intermediate,True,45 min,"heart rate, cadence, calories",Bootcamp: Full Body,"Clip in for heart-pumping intervals on the Bike, then grab your sneakers & hit the mat for full-body moves on the floor. Combining both cardio & strength, this efficient & well-rounded workout will leave you feeling sweaty & strong."
Cody Rigsby,"Can I do this? ABSOLUTELY!
",bike_bootcamp,beginner,True,30 min,"heart rate, cadence, calories",Bootcamp: Full Body,"Clip in for heart-pumping intervals on the Bike, then grab your sneakers & hit the mat for full-body moves on the floor. Combining both cardio & strength, this efficient & well-rounded workout will leave you feeling sweaty & strong."
Cody Rigsby,"Can I do this? ABSOLUTELY!
",bike_bootcamp,intermediate,True,30 min,"heart rate, cadence, calories",Bootcamp: Full Body,"Clip in for heart-pumping intervals on the Bike, then grab your sneakers & hit the mat for full-body moves on the floor. Combining both cardio & strength, this efficient & well-rounded workout will leave you feeling sweaty & strong."
Cody Rigsby,"Can I do this? ABSOLUTELY!
",bike_bootcamp,intermediate,True,30 min,"heart rate, cadence, calories",Bootcamp: Bodyweight,"Clip in for heart-pumping intervals on the Bike, then hit the mat for bodyweight moves on the floor. Combining both cardio & strength, this efficient & well-rounded workout will leave you feeling sweaty & strong."
Cody Rigsby,"Can I do this? ABSOLUTELY!
",bike_bootcamp,intermediate,True,45 min,"heart rate, cadence, calories",Bootcamp: Full Body,"Clip in for heart-pumping intervals on the Bike, then grab your sneakers & hit the mat for full-body moves on the floor. Combining both cardio & strength, this efficient & well-rounded workout will leave you feeling sweaty & strong."
Cody Rigsby,"Can I do this? ABSOLUTELY!
",bike_bootcamp,intermediate,True,30 min,"heart rate, cadence, calories",Bootcamp: Full Body,"Clip in for heart-pumping intervals on the Bike, then grab your sneakers & hit the mat for full-body moves on the floor. Combining both cardio & strength, this efficient & well-rounded workout will leave you feeling sweaty & strong."
Cody Rigsby,"Can I do this? ABSOLUTELY!
",bike_bootcamp,intermediate,True,30 min,"heart rate, cadence, calories",Bootcamp: Core,"Clip in for heart-pumping intervals on the Bike, then hit the mat for core-blasting moves on the floor. Combining both cardio & strength, this efficient & well-rounded workout will leave you feeling sweaty & strong."
Cody Rigsby,"Can I do this? ABSOLUTELY!
",bike_bootcamp,intermediate,True,45 min,"heart rate, cadence, calories",Bootcamp: Full Body,"Clip in for heart-pumping intervals on the Bike, then grab your sneakers & hit the mat for full-body moves on the floor. Combining both cardio & strength, this efficient & well-rounded workout will leave you feeling sweaty & strong."
Cody Rigsby,"Can I do this? ABSOLUTELY!
",bike_bootcamp,intermediate,True,30 min,"heart rate, cadence, calories",Bootcamp: Upper Body,"Clip in for heart-pumping intervals on the Bike, then grab your sneakers & hit the mat for upper-body moves on the floor. Combining both cardio & strength, this efficient & well-rounded workout will leave you feeling sweaty & strong."
Cody Rigsby,"Can I do this? ABSOLUTELY!
",bike_bootcamp,intermediate,True,30 min,"heart rate, cadence, calories",Bootcamp: Core,"Clip in for heart-pumping intervals on the Bike, then hit the mat for core-blasting moves on the floor. Combining both cardio & strength, this efficient & well-rounded workout will leave you feeling sweaty & strong."
Cody Rigsby,"Can I do this? ABSOLUTELY!
",bike_bootcamp,intermediate,True,30 min,"heart rate, cadence, calories",Bootcamp: Full Body,"Clip in for heart-pumping intervals on the Bike, then grab your sneakers & hit the mat for full-body moves on the floor. Combining both cardio & strength, this efficient & well-rounded workout will leave you feeling sweaty & strong."
Cody Rigsby,"Can I do this? ABSOLUTELY!
",bike_bootcamp,intermediate,True,30 min,"heart rate, cadence, calories",Bootcamp: Core,"Clip in for heart-pumping intervals on the Bike, then hit the mat for core-blasting moves on the floor. Combining both cardio & strength, this efficient & well-rounded workout will leave you feeling sweaty & strong."
